id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,project,source,release,release_requirements,inherited_from,technical_lag,applicability,cwe_id,kind,name,abstraction,structure,status,summary,background_details,likelihood_of_exploit,detection_methods,consequences,cves,start_to_patched,start_to_published,published_to_patched,patched_date,version_end,exclude_version_end
59671,CVE-2021-29592,"TensorFlow is an end-to-end open source platform for machine learning. The fix for CVE-2020-15209(https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-15209) missed the case when the target shape of `Reshape` operator is given by the elements of a 1-D tensor. As such, the fix for the vulnerability(https://github.com/tensorflow/tensorflow/blob/9c1dc920d8ffb4893d6c9d27d1f039607b326743/tensorflow/lite/core/subgraph.cc#L1062-L1074) allowed passing a null-buffer-backed tensor with a 1D shape. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 16:28:00,2024-03-19 15:24:06.677818,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59672,CVE-2021-29593,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `BatchToSpaceNd` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/b5ed552fe55895aee8bd8b191f744a069957d18d/tensorflow/lite/kernels/batch_to_space_nd.cc#L81-L82). An attacker can craft a model such that one dimension of the `block` input is 0. Hence, the corresponding value in `block_shape` is 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 16:29:00,2024-03-19 15:24:06.697726,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59673,CVE-2021-29594,"TensorFlow is an end-to-end open source platform for machine learning. TFLite's convolution code(https://github.com/tensorflow/tensorflow/blob/09c73bca7d648e961dd05898292d91a8322a9d45/tensorflow/lite/kernels/conv.cc) has multiple division where the divisor is controlled by the user and not checked to be non-zero. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 16:33:00,2024-03-19 15:24:06.718812,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59674,CVE-2021-29595,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `DepthToSpace` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/0d45ea1ca641b21b73bcf9c00e0179cda284e7e7/tensorflow/lite/kernels/depth_to_space.cc#L63-L69). An attacker can craft a model such that `params->block_size` is 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-07-26 16:21:00,2024-03-19 15:24:06.738135,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59675,CVE-2021-29596,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `EmbeddingLookup` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/e4b29809543b250bc9b19678ec4776299dd569ba/tensorflow/lite/kernels/embedding_lookup.cc#L73-L74). An attacker can craft a model such that the first dimension of the `value` input is 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 16:26:00,2024-03-19 15:24:06.756218,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59676,CVE-2021-29597,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `SpaceToBatchNd` TFLite operator is [vulnerable to a division by zero error](https://github.com/tensorflow/tensorflow/blob/412c7d9bb8f8a762c5b266c9e73bfa165f29aac8/tensorflow/lite/kernels/space_to_batch_nd.cc#L82-L83). An attacker can craft a model such that one dimension of the `block` input is 0. Hence, the corresponding value in `block_shape` is 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 17:02:00,2024-03-19 15:24:06.775433,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59677,CVE-2021-29598,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `SVDF` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/7f283ff806b2031f407db64c4d3edcda8fb9f9f5/tensorflow/lite/kernels/svdf.cc#L99-L102). An attacker can craft a model such that `params->rank` would be 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 16:58:00,2024-03-19 15:24:06.795375,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59678,CVE-2021-29599,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `Split` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/e2752089ef7ce9bcf3db0ec618ebd23ea119d0c7/tensorflow/lite/kernels/split.cc#L63-L65). An attacker can craft a model such that `num_splits` would be 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 15:00:00,2024-03-19 15:24:06.815760,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59679,CVE-2021-29600,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `OneHot` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/f61c57bd425878be108ec787f4d96390579fb83e/tensorflow/lite/kernels/one_hot.cc#L68-L72). An attacker can craft a model such that at least one of the dimensions of `indices` would be 0. In turn, the `prefix_dim_size` value would become 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 21:29:00,2024-03-19 15:24:06.835779,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59680,CVE-2021-29601,"TensorFlow is an end-to-end open source platform for machine learning. The TFLite implementation of concatenation is vulnerable to an integer overflow issue(https://github.com/tensorflow/tensorflow/blob/7b7352a724b690b11bfaae2cd54bc3907daf6285/tensorflow/lite/kernels/concatenation.cc#L70-L76). An attacker can craft a model such that the dimensions of one of the concatenation input overflow the values of `int`. TFLite uses `int` to represent tensor dimensions, whereas TF uses `int64`. Hence, valid TF models can trigger an integer overflow when converted to TFLite format. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-20 16:01:00,2024-03-19 15:24:06.855114,3.1,1.8,5.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,7.1,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-190,weakness,Integer Overflow or Wraparound,Base,Simple,Stable,,,Medium,Automated Static Analysis (DM-1); Black Box (DM-2); Manual Analysis (DM-7),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Instability (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism (C.A.); Modify Memory (I.)","['CVE-2018-7575', 'CVE-2021-29523', 'CVE-2021-29584', 'CVE-2021-29601', 'CVE-2021-29605', 'CVE-2021-41195', 'CVE-2021-41197', 'CVE-2021-41198', 'CVE-2021-41199', 'CVE-2021-41203', 'CVE-2022-21727', 'CVE-2022-21729', 'CVE-2022-21733', 'CVE-2022-21738', 'CVE-2022-23558', 'CVE-2022-23559', 'CVE-2022-23562', 'CVE-2022-23567', 'CVE-2022-23568', 'CVE-2022-23575', 'CVE-2022-23576', 'CVE-2022-23587', 'CVE-2022-29203', 'CVE-2022-35940', 'CVE-2022-36015', 'CVE-2023-25662', 'CVE-2023-25667']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59681,CVE-2021-29602,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of the `DepthwiseConv` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/1a8e885b864c818198a5b2c0cbbeca5a1e833bc8/tensorflow/lite/kernels/depthwise_conv.cc#L287-L288). An attacker can craft a model such that `input`'s fourth dimension would be 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-18 15:30:00,2024-03-19 15:24:06.874194,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
